               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.021644,            0.014276,                   0,             0.88393,              0.7713,             0.84401,             0.44224,            0.023064,            0.014484,                   0,           0.0098011,           0.0098011,           0.0098011
                  59,            0.022267,              0.0143,                   0,             0.82505,             0.70845,             0.78548,             0.38396,            0.024706,            0.015973,                   0,           0.0097941,           0.0097941,           0.0097941
                  60,            0.022826,            0.013917,                   0,              0.9135,             0.75774,             0.84781,             0.42479,            0.023428,            0.014293,                   0,            0.009787,            0.009787,            0.009787
                  61,            0.022339,            0.013967,                   0,             0.78363,             0.75785,             0.79768,             0.39512,            0.024387,            0.015691,                   0,           0.0097798,           0.0097798,           0.0097798
                  62,            0.021925,            0.014429,                   0,             0.85711,             0.82063,             0.85289,              0.4482,            0.022267,            0.014145,                   0,           0.0097724,           0.0097724,           0.0097724
                  63,            0.022268,            0.014304,                   0,             0.86641,             0.74162,             0.81566,              0.4463,            0.022817,            0.014801,                   0,            0.009765,            0.009765,            0.009765
                  64,            0.021866,            0.014149,                   0,             0.74824,             0.42377,             0.49123,             0.22075,            0.028515,            0.026659,                   0,           0.0097574,           0.0097574,           0.0097574
                  65,            0.021676,            0.013729,                   0,             0.90443,             0.72197,             0.80953,             0.42196,            0.022625,            0.015292,                   0,           0.0097497,           0.0097497,           0.0097497
                  66,            0.022588,            0.014253,                   0,             0.89556,             0.73056,             0.82047,             0.42792,            0.022927,            0.014612,                   0,           0.0097419,           0.0097419,           0.0097419
                  67,            0.021691,            0.013779,                   0,             0.91883,             0.71525,             0.83016,             0.43793,            0.022087,             0.01473,                   0,            0.009734,            0.009734,            0.009734
                  68,            0.022117,            0.013742,                   0,             0.82989,              0.8139,             0.85369,             0.44132,            0.022431,            0.014083,                   0,           0.0097259,           0.0097259,           0.0097259
                  69,            0.021646,            0.013676,                   0,             0.91844,             0.74215,             0.82664,             0.43317,            0.022607,            0.015121,                   0,           0.0097178,           0.0097178,           0.0097178
                  70,            0.021434,            0.014205,                   0,             0.87338,             0.76009,             0.82964,             0.41696,             0.02326,            0.014558,                   0,           0.0097095,           0.0097095,           0.0097095
                  71,            0.020898,            0.013674,                   0,             0.84449,             0.79143,             0.84659,             0.45124,            0.022561,            0.013867,                   0,           0.0097011,           0.0097011,           0.0097011
                  72,            0.020685,            0.013536,                   0,             0.91904,             0.71266,             0.83724,              0.4543,            0.022798,            0.014741,                   0,           0.0096926,           0.0096926,           0.0096926
                  73,            0.020981,            0.013242,                   0,             0.86239,              0.7869,              0.8461,             0.45009,            0.023423,            0.013982,                   0,            0.009684,            0.009684,            0.009684
                  74,            0.021222,            0.013309,                   0,             0.88261,             0.77544,             0.83115,             0.44141,            0.022327,             0.01438,                   0,           0.0096753,           0.0096753,           0.0096753
                  75,             0.02099,            0.013825,                   0,             0.86241,             0.78698,             0.84294,             0.43067,            0.023456,            0.014154,                   0,           0.0096664,           0.0096664,           0.0096664
                  76,            0.021483,            0.013432,                   0,             0.88398,             0.76877,             0.83176,             0.44249,            0.022855,            0.014416,                   0,           0.0096575,           0.0096575,           0.0096575
                  77,             0.02043,            0.013082,                   0,             0.89799,             0.75112,              0.8398,             0.46843,            0.021845,            0.015017,                   0,           0.0096484,           0.0096484,           0.0096484
                  78,            0.021426,            0.013524,                   0,             0.83328,             0.76205,              0.8111,             0.41844,            0.023257,            0.015246,                   0,           0.0096392,           0.0096392,           0.0096392
                  79,             0.02036,            0.012729,                   0,             0.89176,              0.8139,             0.86078,             0.45882,            0.021841,            0.013567,                   0,           0.0096299,           0.0096299,           0.0096299
                  80,            0.020628,            0.013125,                   0,             0.89328,             0.78924,             0.84125,             0.45581,            0.022089,            0.014496,                   0,           0.0096205,           0.0096205,           0.0096205
                  81,            0.021194,            0.013158,                   0,             0.89435,             0.72197,             0.80108,             0.42356,            0.023372,            0.015878,                   0,            0.009611,            0.009611,            0.009611
                  82,            0.020791,            0.013021,                   0,              0.8851,             0.75997,             0.82993,             0.44093,            0.022548,            0.014989,                   0,           0.0096013,           0.0096013,           0.0096013
                  83,            0.020272,            0.013118,                   0,             0.89999,              0.7667,             0.84967,             0.45023,            0.022986,              0.0141,                   0,           0.0095916,           0.0095916,           0.0095916
                  84,            0.019291,            0.013154,                   0,              0.8655,             0.79356,             0.85293,               0.453,            0.022868,            0.014171,                   0,           0.0095817,           0.0095817,           0.0095817
                  85,            0.020208,            0.012857,                   0,             0.87686,             0.78234,             0.84324,             0.45204,            0.022068,            0.014467,                   0,           0.0095717,           0.0095717,           0.0095717
                  86,            0.020449,            0.012955,                   0,             0.89698,             0.80037,             0.85712,             0.46128,            0.023202,            0.013555,                   0,           0.0095616,           0.0095616,           0.0095616
                  87,            0.020036,            0.012737,                   0,             0.85759,             0.59865,             0.69687,             0.36246,            0.025086,            0.021337,                   0,           0.0095514,           0.0095514,           0.0095514
                  88,            0.020386,            0.012663,                   0,             0.89724,             0.78475,             0.85867,             0.46757,            0.021791,            0.013613,                   0,           0.0095411,           0.0095411,           0.0095411
                  89,            0.020171,            0.012709,                   0,             0.90334,             0.71248,             0.80394,             0.40733,            0.022793,            0.015581,                   0,           0.0095307,           0.0095307,           0.0095307
                  90,            0.019785,            0.012742,                   0,             0.90309,             0.79596,             0.85155,             0.46041,            0.022249,            0.014325,                   0,           0.0095202,           0.0095202,           0.0095202
                  91,            0.019834,            0.012579,                   0,             0.90701,             0.80917,             0.86119,             0.46919,            0.021642,            0.014107,                   0,           0.0095095,           0.0095095,           0.0095095
                  92,            0.019573,            0.012214,                   0,             0.91471,             0.79354,             0.86244,             0.43591,            0.023307,            0.013475,                   0,           0.0094988,           0.0094988,           0.0094988
                  93,            0.020663,            0.012064,                   0,             0.87129,             0.76009,             0.83376,               0.445,            0.022324,            0.014289,                   0,           0.0094879,           0.0094879,           0.0094879
                  94,            0.019667,            0.012388,                   0,              0.8719,             0.75785,             0.82666,             0.45326,            0.022049,             0.01522,                   0,           0.0094769,           0.0094769,           0.0094769
                  95,            0.019981,            0.012813,                   0,             0.85164,             0.74649,             0.81042,             0.43176,             0.02218,            0.014739,                   0,           0.0094659,           0.0094659,           0.0094659
                  96,            0.018737,            0.012226,                   0,             0.88637,              0.7713,             0.83933,             0.45752,            0.022704,            0.014488,                   0,           0.0094547,           0.0094547,           0.0094547
                  97,            0.018698,            0.012786,                   0,             0.89995,             0.76906,             0.85884,              0.4716,            0.022352,            0.014096,                   0,           0.0094434,           0.0094434,           0.0094434
                  98,            0.019194,             0.01229,                   0,             0.91895,              0.8139,             0.88513,             0.47782,            0.021556,            0.013005,                   0,            0.009432,            0.009432,            0.009432
                  99,            0.019208,            0.011912,                   0,             0.78991,             0.59854,              0.6463,             0.34522,            0.025411,             0.02238,                   0,           0.0094205,           0.0094205,           0.0094205
                 100,            0.019681,            0.012072,                   0,             0.92227,             0.79814,             0.87438,             0.46776,             0.02278,            0.013385,                   0,           0.0094088,           0.0094088,           0.0094088
                 101,            0.019735,            0.012202,                   0,              0.8708,             0.81605,             0.86959,             0.47486,             0.02131,             0.01357,                   0,           0.0093971,           0.0093971,           0.0093971
                 102,            0.019641,            0.012266,                   0,             0.87528,             0.81827,             0.86336,             0.46161,            0.021656,            0.013915,                   0,           0.0093853,           0.0093853,           0.0093853
                 103,            0.018743,            0.011913,                   0,             0.94096,               0.787,              0.8694,             0.48807,            0.020921,            0.013754,                   0,           0.0093733,           0.0093733,           0.0093733
                 104,            0.019607,            0.012018,                   0,             0.92717,              0.7713,             0.84815,             0.45161,             0.02247,             0.01409,                   0,           0.0093613,           0.0093613,           0.0093613
                 105,            0.019012,            0.012012,                   0,             0.89217,             0.74203,             0.81432,             0.44746,            0.021415,            0.015763,                   0,           0.0093491,           0.0093491,           0.0093491
                 106,            0.018726,            0.011963,                   0,             0.91967,             0.79577,             0.87165,             0.48651,            0.021604,             0.01397,                   0,           0.0093369,           0.0093369,           0.0093369
                 107,            0.018444,            0.011853,                   0,             0.88452,             0.80717,             0.86055,             0.47524,            0.021476,            0.013876,                   0,           0.0093245,           0.0093245,           0.0093245
                 108,            0.019226,            0.011618,                   0,             0.88743,             0.77775,             0.84349,             0.43708,            0.023683,            0.013989,                   0,            0.009312,            0.009312,            0.009312
                 109,            0.018866,            0.012042,                   0,             0.90323,             0.81614,             0.87816,             0.47915,            0.021421,            0.012888,                   0,           0.0092995,           0.0092995,           0.0092995
                 110,            0.019118,            0.011588,                   0,             0.88562,             0.74653,              0.8216,             0.42527,            0.022664,             0.01509,                   0,           0.0092868,           0.0092868,           0.0092868
                 111,            0.019387,            0.011874,                   0,             0.89046,             0.82022,             0.86804,             0.46207,            0.021693,            0.013727,                   0,            0.009274,            0.009274,            0.009274
                 112,            0.018728,            0.011968,                   0,             0.88277,             0.82733,             0.87978,              0.4641,            0.021695,            0.013254,                   0,           0.0092611,           0.0092611,           0.0092611
                 113,            0.019678,            0.011746,                   0,             0.87797,              0.8227,               0.871,             0.45205,            0.021831,            0.013405,                   0,           0.0092481,           0.0092481,           0.0092481
                 114,            0.019136,            0.012125,                   0,             0.89508,             0.83184,             0.88221,             0.48126,             0.02148,            0.013071,                   0,           0.0092351,           0.0092351,           0.0092351
                 115,            0.018456,            0.011643,                   0,             0.88326,             0.74664,             0.82785,             0.45448,            0.021796,            0.014881,                   0,           0.0092219,           0.0092219,           0.0092219
                 116,            0.018698,            0.011653,                   0,             0.91104,             0.80493,              0.8622,             0.45959,            0.022075,              0.0134,                   0,           0.0092086,           0.0092086,           0.0092086
                 117,            0.018564,            0.011403,                   0,             0.88961,             0.77803,             0.85575,              0.4577,            0.022111,            0.013989,                   0,           0.0091952,           0.0091952,           0.0091952
                 118,            0.018809,            0.011684,                   0,             0.90249,             0.80931,             0.88313,             0.47512,             0.02143,            0.013385,                   0,           0.0091817,           0.0091817,           0.0091817
                 119,            0.018466,            0.011262,                   0,             0.93417,             0.76457,             0.85243,             0.44402,               0.022,            0.013885,                   0,           0.0091681,           0.0091681,           0.0091681
                 120,            0.018658,            0.011386,                   0,             0.87202,             0.82497,             0.86154,             0.47103,            0.022717,            0.014155,                   0,           0.0091544,           0.0091544,           0.0091544
                 121,            0.018193,            0.011207,                   0,             0.92817,             0.76457,             0.85062,             0.45361,            0.022657,            0.014111,                   0,           0.0091406,           0.0091406,           0.0091406
                 122,            0.018264,             0.01139,                   0,             0.92428,             0.76682,             0.85816,             0.47238,            0.021484,            0.014571,                   0,           0.0091267,           0.0091267,           0.0091267
                 123,            0.019102,            0.011791,                   0,             0.88887,             0.78906,             0.84425,             0.45491,            0.021329,            0.014404,                   0,           0.0091127,           0.0091127,           0.0091127
                 124,            0.017791,            0.011243,                   0,             0.89612,             0.83184,             0.86658,             0.47216,             0.02135,            0.013866,                   0,           0.0090986,           0.0090986,           0.0090986
                 125,            0.018584,            0.011682,                   0,             0.91831,             0.83177,             0.89212,               0.493,            0.020618,             0.01303,                   0,           0.0090844,           0.0090844,           0.0090844
                 126,            0.018391,             0.01143,                   0,             0.91385,             0.76906,             0.84269,             0.46503,            0.021175,            0.015501,                   0,           0.0090701,           0.0090701,           0.0090701
                 127,            0.018537,            0.011187,                   0,             0.87661,              0.8139,             0.86806,             0.46356,            0.021474,             0.01365,                   0,           0.0090557,           0.0090557,           0.0090557
                 128,            0.018135,            0.011352,                   0,             0.89487,             0.74432,             0.81126,             0.43812,            0.022364,            0.016349,                   0,           0.0090412,           0.0090412,           0.0090412
                 129,            0.018839,            0.011333,                   0,             0.91105,             0.84978,             0.89543,             0.49324,            0.020352,            0.012854,                   0,           0.0090266,           0.0090266,           0.0090266
                 130,            0.017885,            0.011394,                   0,             0.88697,             0.79372,             0.85414,             0.47004,            0.020585,             0.01421,                   0,           0.0090119,           0.0090119,           0.0090119
                 131,            0.017508,            0.011085,                   0,               0.916,              0.8069,              0.8764,             0.48302,            0.020555,             0.01323,                   0,           0.0089972,           0.0089972,           0.0089972
                 132,            0.017253,            0.011095,                   0,             0.89426,             0.79821,             0.86044,             0.47973,            0.020519,            0.013821,                   0,           0.0089823,           0.0089823,           0.0089823
                 133,            0.017833,            0.011371,                   0,             0.88637,             0.82287,             0.87871,             0.47924,             0.02165,            0.013538,                   0,           0.0089673,           0.0089673,           0.0089673
                 134,            0.018568,            0.011239,                   0,             0.88646,             0.82274,             0.87055,               0.462,            0.021612,            0.013473,                   0,           0.0089522,           0.0089522,           0.0089522
                 135,            0.018174,            0.010914,                   0,             0.91152,              0.8316,             0.88113,             0.48563,            0.020713,            0.013673,                   0,           0.0089371,           0.0089371,           0.0089371
                 136,            0.018754,            0.011425,                   0,             0.87276,             0.80493,             0.85629,             0.47053,            0.021507,            0.015149,                   0,           0.0089218,           0.0089218,           0.0089218
                 137,            0.018086,            0.011222,                   0,             0.90409,             0.82511,             0.89363,             0.48842,            0.020969,             0.01283,                   0,           0.0089065,           0.0089065,           0.0089065
                 138,             0.01888,            0.011271,                   0,             0.90455,              0.8296,             0.87652,              0.4861,             0.02117,            0.013793,                   0,            0.008891,            0.008891,            0.008891
                 139,            0.017943,            0.010922,                   0,             0.88634,             0.82287,             0.85456,             0.44767,            0.021931,            0.014067,                   0,           0.0088755,           0.0088755,           0.0088755
                 140,            0.017703,            0.011054,                   0,             0.90014,             0.80942,             0.87218,             0.47106,            0.021495,              0.0135,                   0,           0.0088599,           0.0088599,           0.0088599
                 141,            0.018217,            0.010852,                   0,             0.86092,             0.82063,             0.85355,             0.46505,            0.021667,            0.014605,                   0,           0.0088442,           0.0088442,           0.0088442
                 142,            0.017339,            0.010778,                   0,             0.88259,             0.86099,             0.88486,             0.50109,            0.020339,            0.013407,                   0,           0.0088283,           0.0088283,           0.0088283
                 143,            0.016915,            0.010691,                   0,              0.8864,             0.84081,             0.87921,             0.46509,            0.021612,            0.012997,                   0,           0.0088124,           0.0088124,           0.0088124
                 144,            0.017542,            0.010968,                   0,             0.88377,             0.81832,             0.87794,             0.47592,            0.021119,            0.013538,                   0,           0.0087964,           0.0087964,           0.0087964
                 145,            0.018021,            0.011211,                   0,             0.90553,             0.83822,             0.88821,             0.49059,            0.020435,            0.013316,                   0,           0.0087804,           0.0087804,           0.0087804
                 146,            0.017784,            0.010895,                   0,             0.90166,             0.84291,             0.88107,             0.48914,            0.022265,            0.013923,                   0,           0.0087642,           0.0087642,           0.0087642
                 147,            0.017935,            0.011106,                   0,             0.91309,             0.77803,             0.84376,             0.45588,            0.021188,            0.015886,                   0,           0.0087479,           0.0087479,           0.0087479
                 148,            0.018353,            0.010893,                   0,             0.91755,             0.82511,             0.87094,             0.48861,            0.020287,            0.013439,                   0,           0.0087316,           0.0087316,           0.0087316
                 149,            0.017256,            0.010672,                   0,             0.90974,             0.81614,               0.884,             0.48428,            0.022009,            0.013415,                   0,           0.0087151,           0.0087151,           0.0087151
                 150,             0.01772,            0.010763,                   0,             0.92063,             0.78025,             0.85385,             0.46447,            0.021409,            0.014231,                   0,           0.0086986,           0.0086986,           0.0086986
                 151,            0.016904,            0.010539,                   0,             0.93106,             0.81839,             0.87304,             0.48131,            0.020322,            0.014057,                   0,            0.008682,            0.008682,            0.008682
                 152,            0.017659,            0.010684,                   0,             0.93332,             0.81599,             0.88199,             0.49625,            0.020092,            0.013836,                   0,           0.0086653,           0.0086653,           0.0086653
                 153,            0.017086,            0.010912,                   0,             0.90345,             0.84305,             0.88543,             0.50649,             0.02004,            0.014209,                   0,           0.0086485,           0.0086485,           0.0086485
                 154,            0.017588,            0.010952,                   0,             0.91463,             0.81839,             0.87104,             0.48361,            0.020807,            0.013758,                   0,           0.0086316,           0.0086316,           0.0086316
                 155,            0.017238,            0.010652,                   0,             0.89287,             0.82287,             0.87549,             0.48753,            0.020996,            0.013799,                   0,           0.0086146,           0.0086146,           0.0086146
                 156,            0.015922,             0.01048,                   0,             0.89685,             0.83857,             0.88433,             0.49573,            0.020674,            0.013546,                   0,           0.0085976,           0.0085976,           0.0085976
                 157,            0.017194,            0.010519,                   0,             0.92404,             0.81827,             0.87904,             0.48253,            0.020626,            0.014026,                   0,           0.0085805,           0.0085805,           0.0085805
                 158,            0.016431,            0.010549,                   0,             0.93745,             0.80717,               0.892,             0.49683,            0.020468,            0.013113,                   0,           0.0085632,           0.0085632,           0.0085632
                 159,            0.017507,            0.010701,                   0,             0.90188,             0.84753,             0.89684,             0.50199,            0.021138,            0.012708,                   0,           0.0085459,           0.0085459,           0.0085459
                 160,            0.016456,            0.010554,                   0,             0.92581,             0.81166,             0.89543,             0.50777,            0.019801,            0.012853,                   0,           0.0085286,           0.0085286,           0.0085286
                 161,            0.017276,            0.010697,                   0,             0.88123,             0.83181,             0.88368,             0.49895,            0.020391,            0.013639,                   0,           0.0085111,           0.0085111,           0.0085111
                 162,            0.016454,             0.01037,                   0,             0.91767,             0.84976,              0.9026,             0.51195,            0.019838,            0.013091,                   0,           0.0084935,           0.0084935,           0.0084935
                 163,            0.017084,            0.010596,                   0,             0.89011,             0.81839,             0.85724,             0.48976,            0.020072,            0.015255,                   0,           0.0084759,           0.0084759,           0.0084759
                 164,            0.017963,            0.010609,                   0,             0.91135,             0.80676,             0.88023,             0.49329,            0.020718,            0.013901,                   0,           0.0084582,           0.0084582,           0.0084582
                 165,            0.017563,            0.010635,                   0,              0.9158,             0.80473,             0.89251,             0.48127,            0.021202,            0.013593,                   0,           0.0084404,           0.0084404,           0.0084404
                 166,            0.017385,            0.010747,                   0,             0.88906,             0.86323,             0.90815,             0.51934,            0.020298,            0.013022,                   0,           0.0084225,           0.0084225,           0.0084225
                 167,            0.017639,            0.010248,                   0,             0.93552,              0.8139,             0.88424,             0.49684,            0.020297,            0.013826,                   0,           0.0084046,           0.0084046,           0.0084046
                 168,            0.016716,            0.010503,                   0,             0.93564,             0.84751,             0.90502,             0.51821,            0.020655,            0.012762,                   0,           0.0083865,           0.0083865,           0.0083865
                 169,            0.017472,            0.010626,                   0,             0.90753,             0.81614,             0.87939,             0.49963,            0.020116,            0.013479,                   0,           0.0083684,           0.0083684,           0.0083684
