               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  33,            0.022229,            0.014163,                   0,             0.77409,             0.49143,             0.56436,             0.27107,             0.02698,            0.035028,                   0,           0.0090266,           0.0090266,           0.0090266
                  34,            0.022627,            0.014051,                   0,             0.83366,             0.46436,             0.54041,             0.25914,            0.026771,             0.04083,                   0,           0.0089673,           0.0089673,           0.0089673
                  35,            0.021421,            0.013695,                   0,             0.88923,              0.5164,             0.61403,             0.28788,            0.026517,            0.038742,                   0,           0.0089065,           0.0089065,           0.0089065
                  36,            0.022206,            0.013555,                   0,             0.80212,             0.47967,              0.5653,             0.27328,            0.027216,            0.039474,                   0,           0.0088442,           0.0088442,           0.0088442
                  37,            0.022686,            0.013568,                   0,             0.80031,             0.52733,             0.60744,             0.27279,             0.02579,            0.035937,                   0,           0.0087804,           0.0087804,           0.0087804
                  38,             0.02242,            0.013447,                   0,             0.79952,             0.52995,              0.6155,             0.29385,            0.025583,            0.040736,                   0,           0.0087151,           0.0087151,           0.0087151
                  39,            0.021766,             0.01323,                   0,              0.8325,             0.50459,             0.59897,             0.27139,            0.027249,            0.040989,                   0,           0.0086485,           0.0086485,           0.0086485
                  40,            0.021574,            0.013048,                   0,             0.81721,             0.53759,             0.61439,             0.30001,            0.025159,            0.036291,                   0,           0.0085805,           0.0085805,           0.0085805
                  41,            0.022052,            0.013184,                   0,             0.82495,             0.49042,             0.57279,             0.27108,             0.02666,            0.039322,                   0,           0.0085111,           0.0085111,           0.0085111
                  42,            0.020968,            0.012937,                   0,             0.80666,              0.4871,             0.57357,              0.2712,            0.025991,            0.039802,                   0,           0.0084404,           0.0084404,           0.0084404
                  43,            0.021006,             0.01284,                   0,             0.84417,             0.51552,             0.59808,             0.28761,            0.026462,            0.041891,                   0,           0.0083684,           0.0083684,           0.0083684
                  44,            0.021018,            0.012958,                   0,             0.80617,             0.51115,             0.58778,             0.28782,            0.025717,             0.04356,                   0,           0.0082952,           0.0082952,           0.0082952
                  45,            0.020306,            0.012647,                   0,             0.86063,             0.52514,             0.61252,              0.3092,            0.024877,             0.03908,                   0,           0.0082207,           0.0082207,           0.0082207
                  46,            0.020786,            0.012295,                   0,             0.83037,             0.54569,             0.61886,             0.29801,            0.025866,            0.040479,                   0,            0.008145,            0.008145,            0.008145
                  47,            0.020895,            0.012364,                   0,             0.86582,             0.54174,             0.62948,             0.31842,            0.024784,            0.038999,                   0,           0.0080682,           0.0080682,           0.0080682
                  48,             0.02045,            0.012144,                   0,             0.88629,             0.51202,             0.60561,             0.30091,            0.025035,            0.039463,                   0,           0.0079903,           0.0079903,           0.0079903
                  49,            0.020002,            0.012144,                   0,             0.81784,             0.53083,             0.60806,             0.31283,            0.026173,            0.042711,                   0,           0.0079112,           0.0079112,           0.0079112
                  50,            0.020905,            0.012105,                   0,             0.88225,             0.50503,              0.6074,             0.28169,              0.0259,            0.038687,                   0,           0.0078311,           0.0078311,           0.0078311
                  51,            0.019894,            0.011822,                   0,             0.83527,             0.50459,              0.5949,             0.30006,            0.026685,            0.045104,                   0,             0.00775,             0.00775,             0.00775
                  52,            0.019892,            0.011954,                   0,             0.81111,             0.55388,             0.62588,             0.30131,            0.025402,            0.041524,                   0,           0.0076679,           0.0076679,           0.0076679
                  53,            0.019699,            0.011829,                   0,             0.85947,              0.5001,             0.58437,             0.29427,             0.02647,            0.041872,                   0,           0.0075848,           0.0075848,           0.0075848
                  54,            0.019923,            0.011759,                   0,             0.87199,              0.5391,             0.62359,             0.30716,             0.02518,            0.040404,                   0,           0.0075009,           0.0075009,           0.0075009
                  55,            0.019685,            0.011471,                   0,             0.82923,             0.52733,             0.60977,             0.30137,            0.024754,            0.041937,                   0,            0.007416,            0.007416,            0.007416
                  56,            0.019933,            0.011671,                   0,             0.89439,             0.49541,             0.58737,             0.29728,            0.025168,            0.041332,                   0,           0.0073303,           0.0073303,           0.0073303
                  57,            0.018997,            0.011453,                   0,             0.87101,             0.50488,             0.60178,              0.2993,            0.026439,            0.045467,                   0,           0.0072438,           0.0072438,           0.0072438
                  58,            0.018873,            0.011291,                   0,             0.88859,             0.53913,             0.64415,             0.33579,            0.024872,            0.039461,                   0,           0.0071566,           0.0071566,           0.0071566
                  59,            0.019388,            0.011379,                   0,             0.88732,             0.52995,             0.62078,             0.31365,            0.025187,            0.042781,                   0,           0.0070686,           0.0070686,           0.0070686
                  60,            0.019372,            0.011326,                   0,              0.8616,             0.54088,             0.62967,             0.32201,            0.025116,            0.044505,                   0,           0.0069799,           0.0069799,           0.0069799
                  61,            0.019423,             0.01128,                   0,             0.87062,             0.52908,             0.61777,             0.32156,            0.024954,            0.042832,                   0,           0.0068906,           0.0068906,           0.0068906
                  62,            0.019445,            0.011301,                   0,             0.87516,             0.52109,             0.61253,             0.31473,            0.024672,            0.043427,                   0,           0.0068006,           0.0068006,           0.0068006
                  63,            0.019345,            0.011139,                   0,             0.83984,             0.49628,             0.58523,             0.31312,            0.024665,            0.046339,                   0,           0.0067101,           0.0067101,           0.0067101
                  64,            0.018954,            0.011031,                   0,             0.80136,             0.50503,             0.58766,             0.31637,            0.025639,            0.047196,                   0,           0.0066191,           0.0066191,           0.0066191
                  65,            0.018512,            0.010905,                   0,             0.85239,             0.52689,             0.62039,             0.32222,            0.024629,             0.04424,                   0,           0.0065276,           0.0065276,           0.0065276
                  66,            0.018177,            0.010811,                   0,              0.8972,             0.49994,             0.60646,             0.30612,            0.025797,            0.047176,                   0,           0.0064356,           0.0064356,           0.0064356
                  67,            0.018345,            0.010799,                   0,             0.89541,             0.52033,             0.61458,             0.30819,            0.025164,            0.044044,                   0,           0.0063432,           0.0063432,           0.0063432
                  68,            0.018336,            0.010757,                   0,             0.85637,             0.51246,             0.60775,             0.30602,             0.02498,            0.045655,                   0,           0.0062505,           0.0062505,           0.0062505
                  69,            0.018607,            0.010895,                   0,             0.82533,             0.49997,             0.59201,             0.29626,            0.025443,            0.046646,                   0,           0.0061574,           0.0061574,           0.0061574
                  70,            0.018006,            0.010567,                   0,             0.86143,             0.52164,              0.6234,              0.3206,             0.02415,            0.044876,                   0,            0.006064,            0.006064,            0.006064
                  71,            0.018375,             0.01089,                   0,             0.87806,              0.5094,             0.60551,             0.31077,            0.024783,            0.047622,                   0,           0.0059704,           0.0059704,           0.0059704
                  72,            0.018427,            0.010754,                   0,             0.90494,             0.51197,             0.62385,             0.31833,            0.025527,            0.046315,                   0,           0.0058766,           0.0058766,           0.0058766
                  73,            0.017796,            0.010561,                   0,             0.89026,             0.49497,             0.60428,             0.31309,            0.024938,            0.048313,                   0,           0.0057826,           0.0057826,           0.0057826
                  74,            0.018062,            0.010579,                   0,             0.86419,             0.53476,              0.6308,             0.31604,             0.02482,            0.045392,                   0,           0.0056884,           0.0056884,           0.0056884
                  75,            0.018217,            0.010451,                   0,             0.89429,             0.51858,             0.61744,             0.30819,            0.025859,            0.042091,                   0,           0.0055942,           0.0055942,           0.0055942
                  76,            0.018695,            0.010794,                   0,             0.87091,             0.51771,             0.62783,             0.32169,            0.025022,            0.046265,                   0,              0.0055,              0.0055,              0.0055
                  77,            0.018237,            0.010355,                   0,             0.83548,               0.554,             0.63597,              0.3202,            0.025177,            0.043639,                   0,           0.0054058,           0.0054058,           0.0054058
                  78,            0.018126,            0.010359,                   0,             0.85908,              0.5199,             0.61277,             0.31106,            0.025334,            0.048352,                   0,           0.0053116,           0.0053116,           0.0053116
                  79,            0.017843,            0.010274,                   0,             0.81512,             0.51473,             0.59815,             0.31241,            0.025657,            0.047814,                   0,           0.0052174,           0.0052174,           0.0052174
                  80,            0.017698,            0.010266,                   0,             0.87361,              0.5164,             0.61169,             0.32036,            0.025127,             0.04819,                   0,           0.0051234,           0.0051234,           0.0051234
                  81,            0.017659,            0.010285,                   0,             0.84649,             0.52804,             0.61995,             0.30628,            0.024984,             0.04531,                   0,           0.0050296,           0.0050296,           0.0050296
                  82,            0.017734,            0.010197,                   0,             0.87854,             0.51554,             0.62005,             0.31095,            0.025253,            0.045237,                   0,            0.004936,            0.004936,            0.004936
                  83,            0.017253,            0.010167,                   0,             0.87357,             0.51509,             0.61707,             0.30991,             0.02476,            0.047623,                   0,           0.0048426,           0.0048426,           0.0048426
                  84,            0.017491,            0.010079,                   0,              0.8665,             0.53695,             0.62955,              0.3251,            0.024858,            0.046474,                   0,           0.0047495,           0.0047495,           0.0047495
                  85,            0.017468,            0.010141,                   0,             0.88886,             0.52951,             0.63351,             0.31923,            0.024884,            0.046917,                   0,           0.0046568,           0.0046568,           0.0046568
                  86,             0.01724,             0.01012,                   0,             0.86521,             0.52558,             0.62954,             0.31485,            0.025143,            0.045997,                   0,           0.0045644,           0.0045644,           0.0045644
                  87,            0.016727,           0.0099875,                   0,             0.85996,             0.54307,              0.6466,             0.32324,            0.024915,            0.044732,                   0,           0.0044724,           0.0044724,           0.0044724
                  88,            0.016975,           0.0099373,                   0,             0.87595,             0.53726,             0.63572,             0.31654,            0.024474,            0.045954,                   0,           0.0043809,           0.0043809,           0.0043809
                  89,            0.016825,           0.0098542,                   0,             0.85451,             0.52995,             0.63541,             0.32046,            0.024864,            0.045189,                   0,           0.0042899,           0.0042899,           0.0042899
                  90,             0.01662,           0.0098959,                   0,             0.83332,             0.56756,             0.65562,             0.32162,            0.025243,            0.043616,                   0,           0.0041994,           0.0041994,           0.0041994
                  91,            0.016738,           0.0098213,                   0,             0.86596,             0.54045,             0.64643,             0.31554,            0.024728,            0.045807,                   0,           0.0041094,           0.0041094,           0.0041094
                  92,            0.017003,           0.0098698,                   0,             0.87211,             0.52296,             0.63664,             0.31271,            0.025462,            0.046768,                   0,           0.0040201,           0.0040201,           0.0040201
                  93,            0.017203,           0.0099108,                   0,             0.84256,             0.54963,              0.6492,             0.32893,            0.024939,            0.045682,                   0,           0.0039314,           0.0039314,           0.0039314
                  94,            0.016355,           0.0097169,                   0,              0.8557,               0.547,             0.64829,             0.32769,            0.024768,            0.045814,                   0,           0.0038434,           0.0038434,           0.0038434
                  95,            0.016402,            0.009831,                   0,             0.82144,             0.54875,             0.64899,             0.32607,            0.024954,             0.04677,                   0,           0.0037562,           0.0037562,           0.0037562
                  96,            0.016745,           0.0096252,                   0,             0.84059,             0.54875,             0.64863,             0.31492,            0.025193,            0.043386,                   0,           0.0036697,           0.0036697,           0.0036697
                  97,            0.016563,           0.0096487,                   0,             0.88073,             0.51985,             0.63539,              0.3139,            0.024503,            0.044993,                   0,            0.003584,            0.003584,            0.003584
                  98,            0.016708,           0.0096013,                   0,             0.87545,             0.52557,             0.63855,              0.3193,            0.024533,            0.045752,                   0,           0.0034991,           0.0034991,           0.0034991
                  99,            0.016182,           0.0095659,                   0,             0.84835,              0.5247,             0.63258,             0.31045,            0.024723,            0.045496,                   0,           0.0034152,           0.0034152,           0.0034152
                 100,            0.016467,           0.0096204,                   0,             0.89651,             0.52033,             0.63657,             0.31957,            0.024227,            0.044384,                   0,           0.0033321,           0.0033321,           0.0033321
                 101,            0.016053,             0.00944,                   0,              0.8914,             0.53475,             0.65135,             0.32262,            0.024446,             0.04377,                   0,             0.00325,             0.00325,             0.00325
                 102,            0.015836,           0.0093539,                   0,             0.88277,             0.52602,             0.65163,             0.32656,            0.024817,            0.046334,                   0,           0.0031689,           0.0031689,           0.0031689
                 103,            0.016204,           0.0093667,                   0,             0.86103,             0.53564,             0.65188,             0.33256,            0.024255,            0.046083,                   0,           0.0030888,           0.0030888,           0.0030888
                 104,            0.015931,           0.0093424,                   0,             0.89879,             0.52421,             0.65455,             0.32782,            0.024404,            0.046111,                   0,           0.0030097,           0.0030097,           0.0030097
                 105,            0.015997,           0.0094593,                   0,             0.88575,             0.52204,             0.64313,             0.31687,            0.024631,            0.045691,                   0,           0.0029318,           0.0029318,           0.0029318
                 106,            0.015713,           0.0093634,                   0,             0.86495,              0.5321,             0.64975,             0.32187,            0.024521,             0.04609,                   0,            0.002855,            0.002855,            0.002855
                 107,            0.015811,           0.0093204,                   0,             0.90992,             0.51683,             0.64993,             0.32582,            0.024389,            0.047785,                   0,           0.0027793,           0.0027793,           0.0027793
                 108,            0.015701,           0.0092228,                   0,             0.85792,             0.53334,             0.64653,             0.32267,            0.024532,            0.048953,                   0,           0.0027048,           0.0027048,           0.0027048
                 109,            0.015745,           0.0093866,                   0,             0.87212,             0.52485,             0.64401,             0.32759,            0.024595,            0.048734,                   0,           0.0026316,           0.0026316,           0.0026316
                 110,            0.015061,           0.0092789,                   0,             0.87753,             0.52296,             0.64042,             0.32019,            0.024733,            0.048598,                   0,           0.0025596,           0.0025596,           0.0025596
                 111,            0.015182,           0.0092574,                   0,              0.8737,             0.51771,             0.63273,              0.3175,            0.024841,            0.049449,                   0,           0.0024889,           0.0024889,           0.0024889
                 112,            0.014899,           0.0089859,                   0,             0.84721,             0.53096,             0.64012,             0.32055,            0.024889,            0.047532,                   0,           0.0024195,           0.0024195,           0.0024195
                 113,            0.015232,           0.0091232,                   0,             0.89384,             0.51202,             0.63931,             0.31937,             0.02518,             0.04849,                   0,           0.0023515,           0.0023515,           0.0023515
                 114,            0.015088,           0.0090674,                   0,             0.88826,             0.51246,               0.637,             0.31263,            0.025358,            0.048694,                   0,           0.0022849,           0.0022849,           0.0022849
                 115,            0.015148,           0.0090784,                   0,             0.86105,              0.5199,             0.63603,              0.3117,            0.025056,            0.047874,                   0,           0.0022196,           0.0022196,           0.0022196
                 116,            0.015078,           0.0089863,                   0,             0.85413,             0.52077,             0.63333,             0.31249,            0.025235,            0.048109,                   0,           0.0021558,           0.0021558,           0.0021558
                 117,             0.01476,           0.0091131,                   0,             0.86526,              0.5251,             0.63712,             0.31447,            0.024977,            0.048699,                   0,           0.0020935,           0.0020935,           0.0020935
                 118,             0.01481,           0.0090118,                   0,             0.85225,             0.52733,             0.64263,             0.31732,            0.025155,            0.049043,                   0,           0.0020327,           0.0020327,           0.0020327
                 119,            0.015038,           0.0089945,                   0,             0.86622,             0.51812,             0.64383,             0.31975,            0.025286,            0.049242,                   0,           0.0019734,           0.0019734,           0.0019734
                 120,            0.015122,           0.0089376,                   0,             0.84852,             0.52296,             0.64389,             0.32095,            0.025367,            0.049871,                   0,           0.0019156,           0.0019156,           0.0019156
                 121,            0.014836,           0.0088589,                   0,             0.87108,             0.51552,             0.63725,             0.31972,            0.025281,            0.049057,                   0,           0.0018594,           0.0018594,           0.0018594
                 122,            0.014776,           0.0090165,                   0,              0.9016,             0.50765,              0.6419,              0.3188,            0.025296,            0.049959,                   0,           0.0018048,           0.0018048,           0.0018048
                 123,            0.014306,           0.0088528,                   0,             0.88058,             0.51509,             0.64289,             0.31748,            0.025378,            0.050687,                   0,           0.0017519,           0.0017519,           0.0017519
                 124,            0.014699,           0.0087826,                   0,             0.91032,             0.50328,             0.64559,             0.31824,            0.025482,            0.050796,                   0,           0.0017005,           0.0017005,           0.0017005
                 125,            0.014615,           0.0088625,                   0,             0.90397,             0.50626,             0.64761,             0.31935,            0.025614,            0.051118,                   0,           0.0016509,           0.0016509,           0.0016509
                 126,            0.014296,           0.0087582,                   0,             0.89352,             0.51071,             0.64537,              0.3203,            0.025496,            0.051014,                   0,           0.0016029,           0.0016029,           0.0016029
                 127,            0.014126,            0.008861,                   0,              0.8901,             0.51071,             0.64108,             0.31627,            0.025632,             0.05095,                   0,           0.0015566,           0.0015566,           0.0015566
                 128,            0.014233,           0.0087072,                   0,             0.86072,             0.51683,             0.64357,             0.32259,            0.025573,             0.05136,                   0,           0.0015121,           0.0015121,           0.0015121
                 129,            0.014263,           0.0087361,                   0,             0.89748,             0.50066,             0.64176,             0.32348,             0.02542,            0.052082,                   0,           0.0014693,           0.0014693,           0.0014693
                 130,            0.015208,           0.0087294,                   0,              0.8672,              0.5129,             0.64679,             0.32958,            0.025301,            0.051981,                   0,           0.0014283,           0.0014283,           0.0014283
                 131,            0.014433,           0.0087169,                   0,             0.85974,             0.51377,             0.64635,             0.33027,            0.025414,            0.052627,                   0,            0.001389,            0.001389,            0.001389
                 132,            0.014431,           0.0087298,                   0,             0.86568,             0.51159,             0.64725,             0.33014,            0.025484,            0.052438,                   0,           0.0013516,           0.0013516,           0.0013516
                 133,            0.014182,           0.0086133,                   0,             0.88668,             0.49952,             0.64648,             0.32792,            0.025698,            0.052678,                   0,            0.001316,            0.001316,            0.001316
                 134,            0.014163,           0.0086421,                   0,             0.85114,             0.51202,             0.64426,             0.32769,            0.025542,            0.052456,                   0,           0.0012822,           0.0012822,           0.0012822
                 135,            0.013982,           0.0085666,                   0,              0.8933,             0.50066,             0.64679,             0.33024,            0.025469,            0.052741,                   0,           0.0012503,           0.0012503,           0.0012503
                 136,            0.014016,           0.0085919,                   0,             0.88382,             0.50066,              0.6437,             0.32857,            0.025562,            0.052785,                   0,           0.0012202,           0.0012202,           0.0012202
                 137,             0.01404,           0.0085317,                   0,             0.87814,             0.50413,             0.64178,             0.32518,            0.025581,             0.05247,                   0,           0.0011921,           0.0011921,           0.0011921
                 138,            0.014022,           0.0084762,                   0,             0.87625,              0.5059,             0.64482,             0.32759,            0.025602,            0.052745,                   0,           0.0011658,           0.0011658,           0.0011658
                 139,            0.013911,           0.0085598,                   0,              0.8495,             0.51334,             0.64488,             0.32772,             0.02564,            0.052889,                   0,           0.0011414,           0.0011414,           0.0011414
                 140,            0.013808,           0.0086376,                   0,              0.8764,             0.50547,             0.64484,             0.32594,            0.025775,            0.053184,                   0,           0.0011189,           0.0011189,           0.0011189
                 141,            0.013997,           0.0085968,                   0,             0.87017,             0.50634,             0.64392,             0.32623,            0.025856,            0.053263,                   0,           0.0010983,           0.0010983,           0.0010983
                 142,            0.013863,           0.0086583,                   0,             0.85753,             0.50721,             0.64526,              0.3272,            0.025794,            0.053806,                   0,           0.0010797,           0.0010797,           0.0010797
                 143,            0.013911,           0.0084581,                   0,             0.88251,             0.49803,             0.64577,             0.32596,            0.025848,            0.053584,                   0,            0.001063,            0.001063,            0.001063
                 144,            0.013684,           0.0086241,                   0,             0.89768,             0.49541,             0.64659,             0.32581,            0.025846,            0.053553,                   0,           0.0010483,           0.0010483,           0.0010483
                 145,            0.013352,           0.0084882,                   0,             0.88003,             0.50328,              0.6471,             0.32629,            0.025829,            0.053443,                   0,           0.0010355,           0.0010355,           0.0010355
                 146,            0.013886,           0.0085456,                   0,             0.88916,             0.49803,             0.64171,             0.32085,            0.025823,            0.052899,                   0,           0.0010247,           0.0010247,           0.0010247
                 147,             0.01345,             0.00854,                   0,             0.87922,             0.50197,             0.64331,             0.32161,            0.025816,            0.053102,                   0,           0.0010158,           0.0010158,           0.0010158
                 148,            0.013771,           0.0085323,                   0,             0.86936,             0.50632,               0.642,             0.31799,            0.025849,            0.052785,                   0,           0.0010089,           0.0010089,           0.0010089
                 149,            0.013566,            0.008537,                   0,             0.89254,             0.49755,             0.64336,             0.31934,            0.025883,            0.052849,                   0,           0.0010039,           0.0010039,           0.0010039
